Gene Name Source,Gene Name Target,log2FC_PSM,weight,specificity,PSM_risk,PSM_nonrisk,Interaction,in_cad_gwas,in_biogrid,in_cad_eqtl,in_cad_gwas_aragam_2022,in_condition_specific_eqtl,in_condition_specific_sqtl,in_smc_elevated,source_harmonized,target_harmonized,source_primary_category,target_primary_category,specificity_target,in_biogrid_edge,source_for_target
ITGA1,ITGB1,-3.662965013,3.662965013,nonrisk-specific,0,11.66666667,Interaction,NO,YES,NO,NO,NO,NO,NO,ITGA1,ITGB1,Signaling,Differentiation/Development,nonrisk-specific,YES,ITGA1
ITGA1,ITM2B,-2.321928095,2.321928095,nonrisk-specific,0,4,Interaction,NO,NO,NO,NO,NO,NO,NO,ITGA1,ITM2B,Signaling,Membrane/Transmembrane,nonrisk-specific,NO,ITGA1
ITGA1,ITM2C,-2.584962501,2.584962501,nonrisk-specific,0,5,Interaction,NO,NO,NO,NO,NO,YES,NO,ITGA1,ITM2C,Signaling,Membrane/Transmembrane,nonrisk-specific,NO,ITGA1
ITGA1,KIAA1586,-2,2,nonrisk-specific,0,3,Interaction,NO,NO,NO,NO,NO,NO,NO,ITGA1,KIAA1586,Signaling,Catalytic/Enzymatic,nonrisk-specific,NO,ITGA1
ITGA1,MON2,-5.403722186,5.403722186,nonrisk-specific,0,41.33333333,Interaction,NO,NO,NO,NO,NO,NO,NO,ITGA1,MON2,Signaling,Membrane/Transmembrane,nonrisk-specific,NO,ITGA1
ITGA1,MTOR,-4.89077093,4.89077093,nonrisk-specific,0,28.66666667,Interaction,NO,NO,NO,NO,NO,NO,NO,ITGA1,MTOR,Signaling,Differentiation/Development,nonrisk-specific,NO,ITGA1
ITGA1,PCDH7,-2.115477217,2.115477217,nonrisk-specific,0,3.333333333,Interaction,YES,NO,NO,NO,NO,NO,NO,ITGA1,PCDH7,Signaling,Membrane/Transmembrane,nonrisk-specific,NO,ITGA1
ITGA1,PDS5A,-3.36923381,3.36923381,nonrisk-specific,0,9.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,ITGA1,PDS5A,Signaling,Cell Cycle,nonrisk-specific,NO,ITGA1
ITGA1,PTK7,-1.736965594,1.736965594,nonrisk-specific,0,2.333333333,Interaction,YES,NO,NO,YES,NO,NO,NO,ITGA1,PTK7,Signaling,Differentiation/Development,nonrisk-specific,NO,ITGA1
ITGA1,RRN3,-1.584962501,1.584962501,nonrisk-specific,0,2,Interaction,NO,NO,NO,NO,NO,NO,NO,ITGA1,RRN3,Signaling,Signaling,nonrisk-specific,NO,ITGA1
ITGA1,THADA,-5.156504486,5.156504486,nonrisk-specific,0,34.66666667,Interaction,YES,NO,NO,NO,NO,NO,NO,ITGA1,THADA,Signaling,Catalytic/Enzymatic,nonrisk-specific,NO,ITGA1
ITGA1,TNPO2,-3.415037499,3.415037499,nonrisk-specific,0,9.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,ITGA1,TNPO2,Signaling,Signaling,nonrisk-specific,NO,ITGA1
ITGA1,TNPO3,-4.169925001,4.169925001,nonrisk-specific,0,17,Interaction,NO,NO,NO,NO,NO,NO,NO,ITGA1,TNPO3,Signaling,Protein-Protein Interaction,nonrisk-specific,NO,ITGA1
ITGA1,TOR1B,-1.874469118,1.874469118,nonrisk-specific,0,2.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,ITGA1,TOR1B,Signaling,Membrane/Transmembrane,nonrisk-specific,NO,ITGA1
ITGA1,XPO4,-4.321928095,4.321928095,nonrisk-specific,0,19,Interaction,NO,NO,NO,NO,NO,NO,NO,ITGA1,XPO4,Signaling,Signaling,nonrisk-specific,NO,ITGA1
ITGA1,XPO6,-3.415037499,3.415037499,nonrisk-specific,0,9.666666667,Interaction,NO,NO,NO,YES,NO,NO,NO,ITGA1,XPO6,Signaling,Vesicle/Transport,nonrisk-specific,NO,ITGA1
ITGA1,XPO7,-4.087462841,4.087462841,nonrisk-specific,0,16,Interaction,NO,NO,NO,NO,NO,NO,NO,ITGA1,XPO7,Signaling,Vesicle/Transport,nonrisk-specific,NO,ITGA1
LDLR,ABCB7,-3.169925001,3.169925001,nonrisk-specific,0,8,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,ABCB7,Metabolic,Membrane/Transmembrane,nonrisk-specific,NO,LDLR
LDLR,ABCD1,-3.938599455,3.938599455,nonrisk-specific,0,14.33333333,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,ABCD1,Metabolic,Membrane/Transmembrane,nonrisk-specific,NO,LDLR
LDLR,ABCD3,-4.345774837,4.345774837,nonrisk-specific,0,19.33333333,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,ABCD3,Metabolic,Membrane/Transmembrane,nonrisk-specific,NO,LDLR
LDLR,AGPAT2,-2.415037499,2.415037499,nonrisk-specific,0,4.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,AGPAT2,Metabolic,Metabolic,nonrisk-specific,NO,LDLR
LDLR,AGPAT4,-3.169925001,3.169925001,nonrisk-specific,0,8,Interaction,YES,NO,NO,NO,NO,NO,NO,LDLR,AGPAT4,Metabolic,Catalytic/Enzymatic,nonrisk-specific,NO,LDLR
LDLR,ANKRD44,-2.222392421,2.222392421,nonrisk-specific,0,3.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,ANKRD44,Metabolic,Protein-Protein Interaction,nonrisk-specific,NO,LDLR
LDLR,ATL3,-2.736965594,2.736965594,nonrisk-specific,0,5.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,ATL3,Metabolic,Vesicle/Transport,nonrisk-specific,NO,LDLR
LDLR,ATP13A1,-3.273018494,3.273018494,nonrisk-specific,0,8.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,ATP13A1,Metabolic,Membrane/Transmembrane,nonrisk-specific,NO,LDLR
LDLR,ATP2B1,-3.502500341,3.502500341,nonrisk-specific,0,10.33333333,Interaction,YES,NO,NO,YES,NO,NO,NO,LDLR,ATP2B1,Metabolic,Membrane/Transmembrane,nonrisk-specific,NO,LDLR
LDLR,ATP7A,-2.115477217,2.115477217,nonrisk-specific,0,3.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,ATP7A,Metabolic,Membrane/Transmembrane,nonrisk-specific,NO,LDLR
LDLR,ATR,-0.683526335,0.683526335,shared,32,52,Interaction,NO,NO,NO,NO,NO,YES,NO,LDLR,ATR,Metabolic,Catalytic/Enzymatic,shared,NO,LDLR
LDLR,ATR,-0.683526335,0.683526335,shared,32,52,Interaction,NO,NO,NO,NO,NO,YES,NO,LDLR,ATR,Metabolic,Catalytic/Enzymatic,shared,NO,LDLR
LDLR,AUP1,-2.736965594,2.736965594,nonrisk-specific,0,5.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,AUP1,Metabolic,Lipid Metabolism,nonrisk-specific,NO,LDLR
LDLR,B4GAT1,-2.415037499,2.415037499,nonrisk-specific,0,4.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,B4GAT1,Metabolic,Catalytic/Enzymatic,nonrisk-specific,NO,LDLR
LDLR,BNIP1,-1.584962501,1.584962501,nonrisk-specific,0,2,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,BNIP1,Metabolic,Membrane/Transmembrane,nonrisk-specific,NO,LDLR
LDLR,BTAF1,-5.448460501,5.448460501,nonrisk-specific,0,42.66666667,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,BTAF1,Metabolic,Nucleic Acid Binding,nonrisk-specific,NO,LDLR
LDLR,BZW2,-3.874469118,3.874469118,nonrisk-specific,0,13.66666667,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,BZW2,Metabolic,Transcription/Translation,nonrisk-specific,NO,LDLR
LDLR,C1orf112,-3.273018494,3.273018494,nonrisk-specific,0,8.666666667,Interaction,NO,NO,NO,NO,NO,YES,NO,LDLR,FIRRM,Metabolic,Catalytic/Enzymatic,nonrisk-specific,NO,LDLR
LDLR,CLGN,-2.502500341,2.502500341,nonrisk-specific,0,4.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,CLGN,Metabolic,Membrane/Transmembrane,nonrisk-specific,NO,LDLR
LDLR,CLPTM1L,-1.874469118,1.874469118,nonrisk-specific,0,2.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,CLPTM1L,Metabolic,Membrane/Transmembrane,nonrisk-specific,NO,LDLR
LDLR,CNDP2,-2.222392421,2.222392421,nonrisk-specific,0,3.666666667,Interaction,NO,NO,NO,NO,NO,YES,NO,LDLR,CNDP2,Metabolic,Catalytic/Enzymatic,nonrisk-specific,NO,LDLR
LDLR,CNNM3,-1.874469118,1.874469118,nonrisk-specific,0,2.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,CNNM3,Metabolic,Membrane/Transmembrane,nonrisk-specific,NO,LDLR
LDLR,COPG2,-3.841302254,3.841302254,nonrisk-specific,0,13.33333333,Interaction,NO,NO,NO,NO,YES,NO,NO,LDLR,COPG2,Metabolic,Vesicle/Transport,nonrisk-specific,NO,LDLR
LDLR,DHCR24,-2.584962501,2.584962501,nonrisk-specific,0,5,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,DHCR24,Metabolic,Metabolic,nonrisk-specific,NO,LDLR
LDLR,DNAAF5,-5.196397213,5.196397213,nonrisk-specific,0,35.66666667,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,DNAAF5,Metabolic,Protein-Protein Interaction,nonrisk-specific,NO,LDLR
LDLR,DOCK4,-4.196397213,4.196397213,nonrisk-specific,0,17.33333333,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,DOCK4,Metabolic,Signaling,nonrisk-specific,NO,LDLR
LDLR,DOP1B,-3.321928095,3.321928095,nonrisk-specific,0,9,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,DOP1B,Metabolic,Vesicle/Transport,nonrisk-specific,NO,LDLR
LDLR,DYM,-1.874469118,1.874469118,nonrisk-specific,0,2.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,DYM,Metabolic,Vesicle/Transport,nonrisk-specific,NO,LDLR
LDLR,DYNC2H1,-4.95419631,4.95419631,nonrisk-specific,0,30,Interaction,NO,NO,NO,NO,NO,YES,NO,LDLR,DYNC2H1,Metabolic,Differentiation/Development,nonrisk-specific,NO,LDLR
LDLR,ECPAS,-0.662227627,0.662227627,shared,33.33333333,53.33333333,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,ECPAS,Metabolic,Vesicle/Transport,shared,NO,LDLR
LDLR,ECPAS,-0.662227627,0.662227627,shared,33.33333333,53.33333333,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,ECPAS,Metabolic,Vesicle/Transport,shared,NO,LDLR
LDLR,ELMO2,-2.415037499,2.415037499,nonrisk-specific,0,4.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,ELMO2,Metabolic,Apoptosis/Cell Death,nonrisk-specific,NO,LDLR
LDLR,EPHX1,-1.874469118,1.874469118,nonrisk-specific,0,2.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,EPHX1,Metabolic,Catalytic/Enzymatic,nonrisk-specific,NO,LDLR
LDLR,ERGIC1,-3.169925001,3.169925001,nonrisk-specific,0,8,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,ERGIC1,Metabolic,Vesicle/Transport,nonrisk-specific,NO,LDLR
LDLR,EVI5,-2.807354922,2.807354922,nonrisk-specific,0,6,Interaction,NO,NO,NO,NO,NO,YES,NO,LDLR,EVI5,Metabolic,Signaling,nonrisk-specific,NO,LDLR
LDLR,EXOC6,-2.584962501,2.584962501,nonrisk-specific,0,5,Interaction,YES,NO,NO,NO,NO,NO,NO,LDLR,EXOC6,Metabolic,Vesicle/Transport,nonrisk-specific,NO,LDLR
LDLR,FANCA,-2.938599455,2.938599455,nonrisk-specific,0,6.666666667,Interaction,NO,NO,NO,NO,YES,YES,NO,LDLR,FANCA,Metabolic,DNA Repair,nonrisk-specific,NO,LDLR
LDLR,FASTKD3,-2.502500341,2.502500341,nonrisk-specific,0,4.666666667,Interaction,NO,NO,NO,NO,NO,YES,NO,LDLR,FASTKD3,Metabolic,Mitochondrial,nonrisk-specific,NO,LDLR
LDLR,GBF1,-3.415037499,3.415037499,nonrisk-specific,0,9.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,GBF1,Metabolic,Vesicle/Transport,nonrisk-specific,NO,LDLR
LDLR,HM13,-1.584962501,1.584962501,nonrisk-specific,0,2,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,HM13,Metabolic,Membrane/Transmembrane,nonrisk-specific,NO,LDLR
LDLR,HSPA13,-1.736965594,1.736965594,nonrisk-specific,0,2.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,HSPA13,Metabolic,Membrane/Transmembrane,nonrisk-specific,NO,LDLR
LDLR,IGF1R,-1.874469118,1.874469118,nonrisk-specific,0,2.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,IGF1R,Metabolic,Catalytic/Enzymatic,nonrisk-specific,NO,LDLR
LDLR,INTS1,-2.874469118,2.874469118,nonrisk-specific,0,6.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,INTS1,Metabolic,Membrane/Transmembrane,nonrisk-specific,NO,LDLR
LDLR,INTS2,-1.584962501,1.584962501,nonrisk-specific,0,2,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,INTS2,Metabolic,Membrane/Transmembrane,nonrisk-specific,NO,LDLR
LDLR,INTS4,-3,3,nonrisk-specific,0,7,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,INTS4,Metabolic,Protein-Protein Interaction,nonrisk-specific,NO,LDLR
LDLR,INTS5,-2.938599455,2.938599455,nonrisk-specific,0,6.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,INTS5,Metabolic,Membrane/Transmembrane,nonrisk-specific,NO,LDLR
LDLR,INTS8,-3.459431619,3.459431619,nonrisk-specific,0,10,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,INTS8,Metabolic,Nucleic Acid Binding,nonrisk-specific,NO,LDLR
LDLR,IPO11,-4.142957954,4.142957954,nonrisk-specific,0,16.66666667,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,IPO11,Metabolic,Signaling,nonrisk-specific,NO,LDLR
LDLR,IPO13,-4.297680549,4.297680549,nonrisk-specific,0,18.66666667,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,IPO13,Metabolic,Vesicle/Transport,nonrisk-specific,NO,LDLR
LDLR,ITM2B,0.222392421,0.222392421,shared,3.666666667,3,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,ITM2B,Metabolic,Membrane/Transmembrane,shared,NO,LDLR
LDLR,ITM2B,0.222392421,0.222392421,shared,3.666666667,3,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,ITM2B,Metabolic,Membrane/Transmembrane,shared,NO,LDLR
LDLR,KNTC1,-4.906890596,4.906890596,nonrisk-specific,0,29,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,KNTC1,Metabolic,Cell Cycle,nonrisk-specific,NO,LDLR
LDLR,LMF2,-0.61667136,0.61667136,shared,4,6.666666667,Interaction,NO,NO,NO,NO,NO,YES,NO,LDLR,LMF2,Metabolic,Membrane/Transmembrane,shared,NO,LDLR
LDLR,LMF2,-0.61667136,0.61667136,shared,4,6.666666667,Interaction,NO,NO,NO,NO,NO,YES,NO,LDLR,LMF2,Metabolic,Membrane/Transmembrane,shared,NO,LDLR
LDLR,LPCAT4,-1.874469118,1.874469118,nonrisk-specific,0,2.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,LPCAT4,Metabolic,Catalytic/Enzymatic,nonrisk-specific,NO,LDLR
LDLR,LPGAT1,-1.874469118,1.874469118,nonrisk-specific,0,2.666666667,Interaction,YES,NO,NO,NO,NO,NO,NO,LDLR,LPGAT1,Metabolic,Catalytic/Enzymatic,nonrisk-specific,NO,LDLR
LDLR,MAN1A1,-1.584962501,1.584962501,nonrisk-specific,0,2,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,MAN1A1,Metabolic,Vesicle/Transport,nonrisk-specific,NO,LDLR
LDLR,MAN1B1,-2.736965594,2.736965594,nonrisk-specific,0,5.666666667,Interaction,YES,NO,NO,NO,NO,NO,NO,LDLR,MAN1B1,Metabolic,Vesicle/Transport,nonrisk-specific,NO,LDLR
LDLR,MED23,-4.087462841,4.087462841,nonrisk-specific,0,16,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,MED23,Metabolic,Signaling,nonrisk-specific,NO,LDLR
LDLR,MED24,-1.584962501,1.584962501,nonrisk-specific,0,2,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,MED24,Metabolic,Signaling,nonrisk-specific,NO,LDLR
LDLR,MLEC,-3.169925001,3.169925001,nonrisk-specific,0,8,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,MLEC,Metabolic,Membrane/Transmembrane,nonrisk-specific,NO,LDLR
LDLR,MMS22L,-3.222392421,3.222392421,nonrisk-specific,0,8.333333333,Interaction,NO,NO,NO,NO,NO,YES,NO,LDLR,MMS22L,Metabolic,DNA Repair,nonrisk-specific,NO,LDLR
LDLR,MTOR,-6.029747343,6.029747343,nonrisk-specific,0,64.33333333,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,MTOR,Metabolic,Differentiation/Development,nonrisk-specific,NO,LDLR
LDLR,NBAS,-2.115477217,2.115477217,nonrisk-specific,0,3.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,NBAS,Metabolic,Vesicle/Transport,nonrisk-specific,NO,LDLR
LDLR,NBEAL1,-2.502500341,2.502500341,nonrisk-specific,0,4.666666667,Interaction,YES,NO,NO,YES,NO,NO,NO,LDLR,NBEAL1,Metabolic,Catalytic/Enzymatic,nonrisk-specific,NO,LDLR
LDLR,NCSTN,-1.736965594,1.736965594,nonrisk-specific,0,2.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,NCSTN,Metabolic,Membrane/Transmembrane,nonrisk-specific,NO,LDLR
LDLR,NOMO1,-4.392317423,4.392317423,nonrisk-specific,0,20,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,NOMO1,Metabolic,Membrane/Transmembrane,nonrisk-specific,NO,LDLR
LDLR,NOP9,-2.736965594,2.736965594,nonrisk-specific,0,5.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,NOP9,Metabolic,Transcription/Translation,nonrisk-specific,NO,LDLR
LDLR,PDP1,-3.874469118,3.874469118,nonrisk-specific,0,13.66666667,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,PDP1,Metabolic,Catalytic/Enzymatic,nonrisk-specific,NO,LDLR
LDLR,PDS5A,-4.807354922,4.807354922,nonrisk-specific,0,27,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,PDS5A,Metabolic,Cell Cycle,nonrisk-specific,NO,LDLR
LDLR,PDS5B,-1.874469118,1.874469118,nonrisk-specific,0,2.666666667,Interaction,YES,NO,NO,NO,NO,YES,NO,LDLR,PDS5B,Metabolic,Nucleic Acid Binding,nonrisk-specific,NO,LDLR
LDLR,PIGT,-2.584962501,2.584962501,nonrisk-specific,0,5,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,PIGT,Metabolic,Membrane/Transmembrane,nonrisk-specific,NO,LDLR
LDLR,PNPLA2,-2.415037499,2.415037499,nonrisk-specific,0,4.333333333,Interaction,NO,NO,NO,NO,YES,NO,NO,LDLR,PNPLA2,Metabolic,Lipid Metabolism,nonrisk-specific,NO,LDLR
LDLR,POR,-3.807354922,3.807354922,nonrisk-specific,0,13,Interaction,NO,NO,NO,NO,NO,YES,NO,LDLR,POR,Metabolic,Metabolic,nonrisk-specific,NO,LDLR
LDLR,PTPN1,-2.502500341,2.502500341,nonrisk-specific,0,4.666666667,Interaction,NO,NO,NO,NO,YES,NO,NO,LDLR,PTPN1,Metabolic,Signaling,nonrisk-specific,NO,LDLR
LDLR,PTPRF,-2.662965013,2.662965013,nonrisk-specific,0,5.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,PTPRF,Metabolic,Catalytic/Enzymatic,nonrisk-specific,NO,LDLR
LDLR,QSOX2,-3.36923381,3.36923381,nonrisk-specific,0,9.333333333,Interaction,NO,NO,NO,NO,NO,YES,NO,LDLR,QSOX2,Metabolic,Membrane/Transmembrane,nonrisk-specific,NO,LDLR
LDLR,RAB5A,-3,3,nonrisk-specific,0,7,Interaction,NO,YES,NO,NO,NO,NO,NO,LDLR,RAB5A,Metabolic,Membrane/Transmembrane,nonrisk-specific,YES,LDLR
LDLR,RAB5B,-3.058893689,3.058893689,nonrisk-specific,0,7.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,RAB5B,Metabolic,Membrane/Transmembrane,nonrisk-specific,NO,LDLR
LDLR,RAB6A,-3.772589504,3.772589504,nonrisk-specific,0,12.66666667,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,RAB6A,Metabolic,Vesicle/Transport,nonrisk-specific,NO,LDLR
LDLR,RETSAT,-2.321928095,2.321928095,nonrisk-specific,0,4,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,RETSAT,Metabolic,Membrane/Transmembrane,nonrisk-specific,NO,LDLR
LDLR,RPN2,-4.48112669,4.48112669,nonrisk-specific,0,21.33333333,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,RPN2,Metabolic,Catalytic/Enzymatic,nonrisk-specific,NO,LDLR
LDLR,RTN3,-1.736965594,1.736965594,nonrisk-specific,0,2.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,RTN3,Metabolic,Vesicle/Transport,nonrisk-specific,NO,LDLR
LDLR,SAAL1,-2.502500341,2.502500341,nonrisk-specific,0,4.666666667,Interaction,NO,NO,NO,NO,YES,NO,NO,LDLR,SAAL1,Metabolic,Structural,nonrisk-specific,NO,LDLR
LDLR,SLC12A2,-1.736965594,1.736965594,nonrisk-specific,0,2.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,SLC12A2,Metabolic,Membrane/Transmembrane,nonrisk-specific,NO,LDLR
LDLR,SLC16A1,-2.502500341,2.502500341,nonrisk-specific,0,4.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,SLC16A1,Metabolic,Membrane/Transmembrane,nonrisk-specific,NO,LDLR
LDLR,SLC1A5,-2.736965594,2.736965594,nonrisk-specific,0,5.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,SLC1A5,Metabolic,Membrane/Transmembrane,nonrisk-specific,NO,LDLR
LDLR,SLC27A4,-2.321928095,2.321928095,nonrisk-specific,0,4,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,SLC27A4,Metabolic,Vesicle/Transport,nonrisk-specific,NO,LDLR
LDLR,SLC39A11,-2.502500341,2.502500341,nonrisk-specific,0,4.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,SLC39A11,Metabolic,Membrane/Transmembrane,nonrisk-specific,NO,LDLR
LDLR,SLC3A2,-3.969626351,3.969626351,nonrisk-specific,0,14.66666667,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,SLC3A2,Metabolic,Vesicle/Transport,nonrisk-specific,NO,LDLR
LDLR,SLC5A6,-2,2,nonrisk-specific,0,3,Interaction,NO,NO,NO,NO,NO,YES,NO,LDLR,SLC5A6,Metabolic,Membrane/Transmembrane,nonrisk-specific,NO,LDLR
LDLR,SMG1,-3.115477217,3.115477217,nonrisk-specific,0,7.666666667,Interaction,NO,NO,NO,NO,NO,YES,NO,LDLR,SMG1,Metabolic,Catalytic/Enzymatic,nonrisk-specific,NO,LDLR
LDLR,SMPD2,-2,2,nonrisk-specific,0,3,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,SMPD2,Metabolic,Metabolic,nonrisk-specific,NO,LDLR
LDLR,SMPD4,-2.736965594,2.736965594,nonrisk-specific,0,5.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,SMPD4,Metabolic,Membrane/Transmembrane,nonrisk-specific,NO,LDLR
LDLR,SPTLC2,-3.662965013,3.662965013,nonrisk-specific,0,11.66666667,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,SPTLC2,Metabolic,Metabolic,nonrisk-specific,NO,LDLR
LDLR,SQLE,-3.273018494,3.273018494,nonrisk-specific,0,8.666666667,Interaction,NO,YES,NO,NO,NO,NO,NO,LDLR,SQLE,Metabolic,Metabolic,nonrisk-specific,YES,LDLR
LDLR,STT3B,-2.874469118,2.874469118,nonrisk-specific,0,6.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,STT3B,Metabolic,Catalytic/Enzymatic,nonrisk-specific,NO,LDLR
LDLR,SYMPK,-3.624490865,3.624490865,nonrisk-specific,0,11.33333333,Interaction,NO,NO,NO,NO,NO,YES,NO,LDLR,SYMPK,Metabolic,Membrane/Transmembrane,nonrisk-specific,NO,LDLR
LDLR,THADA,-5.156504486,5.156504486,nonrisk-specific,0,34.66666667,Interaction,YES,NO,NO,NO,NO,NO,NO,LDLR,THADA,Metabolic,Catalytic/Enzymatic,nonrisk-specific,NO,LDLR
LDLR,TMX3,-3.115477217,3.115477217,nonrisk-specific,0,7.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,TMX3,Metabolic,Membrane/Transmembrane,nonrisk-specific,NO,LDLR
LDLR,TNPO2,-3.502500341,3.502500341,nonrisk-specific,0,10.33333333,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,TNPO2,Metabolic,Signaling,nonrisk-specific,NO,LDLR
LDLR,TNPO3,-4.297680549,4.297680549,nonrisk-specific,0,18.66666667,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,TNPO3,Metabolic,Protein-Protein Interaction,nonrisk-specific,NO,LDLR
LDLR,TTI1,-0.669851398,0.669851398,shared,6.333333333,10.66666667,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,TTI1,Metabolic,DNA Repair,shared,NO,LDLR
LDLR,TTI1,-0.669851398,0.669851398,shared,6.333333333,10.66666667,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,TTI1,Metabolic,DNA Repair,shared,NO,LDLR
LDLR,UBE4A,-2.321928095,2.321928095,nonrisk-specific,0,4,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,UBE4A,Metabolic,Catalytic/Enzymatic,nonrisk-specific,NO,LDLR
LDLR,URB2,-2.222392421,2.222392421,nonrisk-specific,0,3.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,URB2,Metabolic,Signaling,nonrisk-specific,NO,LDLR
LDLR,VAC14,-2.502500341,2.502500341,nonrisk-specific,0,4.666666667,Interaction,NO,NO,NO,NO,NO,YES,NO,LDLR,VAC14,Metabolic,Membrane/Transmembrane,nonrisk-specific,NO,LDLR
LDLR,VLDLR,-2.874469118,2.874469118,nonrisk-specific,0,6.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,VLDLR,Metabolic,Signaling,nonrisk-specific,NO,LDLR
LDLR,VMP1,-2.415037499,2.415037499,nonrisk-specific,0,4.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,VMP1,Metabolic,Membrane/Transmembrane,nonrisk-specific,NO,LDLR
LDLR,XPO4,-0.830074999,0.830074999,shared,11,20.33333333,Interaction,NO,NO,NO,NO,NO,NO,NO,LDLR,XPO4,Metabolic,Signaling,shared,NO,LDLR
